日期,品牌id,品牌名称,门店id,门店名称,城市,平台,GMV,商家实收,商家补贴,平台补贴,曝光人数,进店人数,下单人数,有效订单数,无效订单数
2020/4/5,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,495,151,292,14,1152,39,8,8,0
2020/4/6,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,284,78,177,8,638,39,5,5,0
2020/4/7,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,487,157,283,10,827,46,8,8,0
2020/4/8,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,870,286,497,20,1007,40,14,14,0
2020/4/9,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,457,159,253,16,841,38,8,8,0
2020/4/10,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,500,133,315,18,840,37,9,9,0
2020/4/11,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,652,216,373,14,813,55,10,10,0
2020/4/12,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,559,186,317,15,712,46,9,9,0
2020/4/13,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,501,193,250,10,689,33,9,8,1
2020/4/14,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,568,225,278,10,860,34,7,7,0
2020/4/15,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,249,77,144,7,1058,29,5,5,0
2020/4/16,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,420,136,237,8,797,33,7,7,0
2020/4/17,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,610,171,378,28,776,39,10,11,0
2020/4/18,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,375,133,202,10,754,30,5,5,0
2020/4/19,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,1067,400,558,34,695,36,14,15,0
2020/4/20,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,690,196,420,31,1512,66,12,13,1
2020/4/21,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,476,137,288,15,1473,60,9,9,0
2020/4/22,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,563,214,288,12,697,43,8,8,0
2020/4/23,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,682,298,300,18,803,45,8,8,0
2020/4/24,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,567,121,384,20,815,35,10,11,0
2020/4/25,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,677,222,391,22,698,48,11,11,0
2020/4/26,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,568,150,360,17,1157,39,10,10,0
2020/4/27,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,491,135,302,15,869,33,8,9,0
2020/4/28,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,617,214,343,15,765,36,10,10,0
2020/4/29,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,695,216,411,21,895,37,11,11,0
2020/4/30,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,352,122,191,6,732,32,5,5,0
2020/5/1,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,438,142,246,10,730,30,6,7,0
2020/5/2,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,760,260,423,20,645,38,12,12,0
2020/5/3,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,352,126,192,7,686,38,5,5,0
2020/5/4,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,364,115,210,8,647,36,6,7,0
2020/5/5,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,651,277,306,11,831,38,8,8,0
2020/5/6,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,638,175,400,18,549,33,11,11,0
2020/5/7,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,473,150,278,15,740,39,8,8,0
2020/5/8,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,827,280,465,16,548,39,12,12,1
2020/5/9,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,665,251,342,17,578,44,9,9,0
2020/5/10,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,507,160,293,8,553,35,8,8,0
2020/5/11,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,516,129,328,17,457,29,9,10,2
2020/5/12,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,502,187,262,42,495,34,8,8,0
2020/5/13,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,820,316,417,58,468,32,13,13,0
2020/5/14,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,549,188,306,32,460,35,9,9,0
2020/5/15,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,296,96,166,34,449,31,6,6,0
2020/5/16,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,652,216,367,50,396,36,11,12,0
2020/5/17,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,352,112,205,26,567,32,6,6,0
2020/5/18,4636,蛙小辣,8184590,蛙小辣-五角场店,上海,美团,258,90,142,14,359,18,4,4,0
2020/2/27,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,411,189,175,20,477,35,9,9,0
2020/2/28,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,461,221,186,23,851,55,10,10,0
2020/2/29,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,280,124,120,7,915,69,7,7,0
2020/3/1,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,514,244,211,29,851,85,9,9,0
2020/3/2,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,596,258,276,41,732,70,11,11,1
2020/3/3,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,360,157,164,20,680,52,6,6,0
2020/3/4,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,252,112,114,8,158,18,4,4,0
2020/3/5,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,345,144,166,28,799,52,5,6,0
2020/3/6,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,724,325,322,49,1274,114,9,11,0
2020/3/7,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,545,233,256,36,1265,111,9,9,0
2020/3/8,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,639,286,284,55,1224,114,12,12,0
2020/3/9,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,448,186,217,26,1224,98,7,7,0
2020/3/10,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,384,160,185,29,1021,100,5,6,0
2020/3/11,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,389,132,218,22,701,60,7,7,0
2020/3/12,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,640,257,312,50,764,70,10,11,0
2020/3/13,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,584,227,303,58,1074,96,9,9,0
2020/3/14,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,815,340,388,56,821,84,12,12,0
2020/3/15,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,742,263,405,64,1051,75,12,13,0
2020/3/16,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,869,364,421,57,835,78,13,13,0
2020/3/17,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,523,199,274,33,939,74,8,8,0
2020/3/18,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,402,154,209,18,802,69,6,6,0
2020/3/19,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,596,233,307,58,1935,123,10,10,0
2020/3/20,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,849,327,438,88,1961,130,15,15,0
2020/3/21,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,700,290,340,66,1670,102,11,11,0
2020/3/22,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1117,450,559,78,1539,121,15,16,1
2020/3/23,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,415,155,221,35,806,60,7,7,0
2020/3/24,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,535,198,282,52,820,74,10,10,0
2020/3/25,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,496,180,266,43,787,52,9,9,0
2020/3/26,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,722,313,334,47,969,89,10,11,0
2020/3/27,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,772,308,389,53,2176,158,12,13,0
2020/3/28,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1341,577,626,90,2090,155,20,20,0
2020/3/29,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1460,599,712,98,1790,104,21,22,0
2020/3/30,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,865,380,389,36,1019,71,13,13,0
2020/3/31,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,522,219,250,25,886,58,7,7,0
2020/4/1,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,626,243,320,47,1079,74,11,11,0
2020/4/2,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,942,386,466,44,1337,87,16,16,0
2020/4/3,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,699,263,369,47,1879,84,11,11,0
2020/4/4,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,868,270,521,70,1365,93,14,15,0
2020/4/5,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,650,216,376,59,1459,71,10,10,0
2020/4/6,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1078,362,621,81,2108,112,17,17,0
2020/4/7,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,905,328,493,69,1412,97,14,14,0
2020/4/8,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,572,218,297,35,1470,77,9,9,0
2020/4/9,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1123,401,617,95,1379,89,18,18,0
2020/4/10,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1582,602,833,115,1716,112,22,23,0
2020/4/11,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1550,588,818,133,2017,160,24,25,0
2020/4/12,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,435,154,242,34,1558,117,6,7,0
2020/4/13,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1028,379,554,90,1076,83,17,17,0
2020/4/14,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1253,455,678,97,1444,105,19,19,0
2020/4/15,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1037,370,566,65,1771,116,18,18,0
2020/4/16,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1131,392,632,100,1468,110,19,19,0
2020/4/17,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1996,747,1061,153,1441,115,27,27,0
2020/4/18,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1260,437,712,139,1872,117,20,20,0
2020/4/19,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1191,426,659,117,1607,126,19,19,0
2020/4/20,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1114,368,647,92,1244,102,17,18,0
2020/4/21,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1968,666,1125,180,2016,117,28,30,0
2020/4/22,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1101,370,631,89,1743,103,18,18,0
2020/4/23,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1148,384,656,32,1523,86,18,19,0
2020/4/24,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1775,596,1021,46,1419,100,27,28,0
2020/4/25,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1642,546,953,36,1606,120,23,25,1
2020/4/26,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,772,263,439,15,1469,82,11,12,0
2020/4/27,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1645,545,950,48,1462,105,24,26,0
2020/4/28,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,2097,760,1138,44,1180,106,31,32,0
2020/4/29,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1161,428,620,31,1453,120,18,19,0
2020/4/30,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1217,393,707,43,1679,123,22,22,0
2020/5/1,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1838,542,1132,55,1888,128,32,32,1
2020/5/2,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1399,455,809,39,1481,110,23,24,0
2020/5/3,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,2279,810,1260,44,1527,113,34,35,0
2020/5/4,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1267,397,754,32,1916,108,22,22,0
2020/5/5,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,971,310,571,32,1907,122,17,17,0
2020/5/6,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1387,429,821,38,1767.5,118,22.5,26,0
2020/5/7,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1534,500,882,44,1628,114,28,28,0
2020/5/8,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1303,397,782,51,1407,96,23,23,0
2020/5/9,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1551,524,883,56,1359,108,28,28,0
2020/5/10,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1531,534,854,56,1270.5,102.5,29,23,0
2020/5/11,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1764,603,998,66,1182,97,30,30,0
2020/5/12,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1517,537,836,48,1335,90,23,25,1
2020/5/13,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1229,481,619,32,1261,91,21,20,1
2020/5/14,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1702,651,891,66,1433,107,27,27,0
2020/5/15,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1417,532,751,70,1562,92,23,23,0
2020/5/16,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1081,387,591,51,1706,118,20,19,1
2020/5/17,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1279,462,695,55,1531,101,20,22,0
2020/5/18,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1010,357,558,26,1115,86,17,18,0
2020/5/19,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1078,375,599,64,1099,86,19,20,0
2020/5/20,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1301,497,678,80,1147,81,21,21,0
2020/5/21,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1218,446,656,68,1161,89,20,21,0
2020/5/22,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1681,590,927,120,1409,109,31,31,0
2020/5/23,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1255,466,667,79,1321,91,21,20,1
2020/5/24,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1243,500,625,56,1341,105,18,18,0
2020/5/25,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,889,324,476,20,1113,97,14,16,0
2020/5/26,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,799,371,331,29,1291,87,15,15,0
2020/5/27,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,751,322,342,21,1135,87,13,14,0
2020/5/28,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1279,606,528,26,1334,99,20,22,0
2020/5/29,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,613,291,252,13,1280,101,9,10,0
2020/5/30,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1607,702,740,42,1599,115,24,24,0
2020/5/31,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1212,501,587,20,1354,96,21,21,0
2020/6/1,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1131,470,540,42,1423,86,20,20,0
2020/6/2,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,839,354,392,19,1156,93,13,15,0
2020/6/3,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1220,517,570,33,1177,107,21,21,0
2020/6/4,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1474,688,623,36,1074,101,22,22,0
2020/6/5,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1143,478,545,30,1428,105,19,19,0
2020/6/6,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1118,484,519,33,1350,125,17,18,0
2020/6/7,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,413,155,212,18,1341,99,9,9,0
2020/6/8,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,664,281,316,26,1050,77,11,11,0
2020/6/9,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,894,359,440,26,1008,77,15,15,0
2020/6/10,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,877,356,430,55,974,82,16,16,0
2020/6/11,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,631,260,306,32,978.5,86.5,19,11,0
2020/6/12,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1309,548,629,89,983,91,22,23,0
2020/6/13,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1247,497,623,48,1208,92,22,22,0
2020/6/14,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,926,402,425,41,1112,100,14,15,1
2020/6/15,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1189,502,562,58,1488,108,21,21,0
2020/6/16,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1023,394,521,50,1109,86,19,20,0
2020/6/17,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,622,238,320,26,1187,81,12,12,0
2020/6/18,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,726,266,386,32,1275,95,14,14,0
2020/6/19,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1345,563,642,41,982,89,19,19,0
2020/6/20,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,849,344,423,32,993,79,15,15,0
2020/6/21,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,373,151,185,21,887,79,6,6,0
2020/6/22,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,739,275,381,30,646,60,15,15,0
2020/6/23,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,842,344,412,38,691,70,15,15,0
2020/6/24,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,793,268,445,34,813,63,13,15,0
2020/6/25,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,844,302,455,45,892,76,17,16,1
2020/6/26,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,569,196,318,23,773,74,11,11,0
2020/6/27,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1068,400,564,53,953,77,18,17,1
2020/6/28,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,857,280,491,42,847,78,13,16,0
2020/6/29,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,889,313,491,33,815,62,15,15,0
2020/6/30,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,932,324,516,43,828,71,17,17,0
2020/7/1,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1008,351,553,38,794,73,19,19,0
2020/7/2,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1023,364,559,43,792,75,19,19,0
2020/7/3,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1000,324,573,47,772,70,18,20,0
2020/7/4,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1145,441,590,34,876,76,18,18,0
2020/7/5,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,755,257,421,48,992,105,15,15,1
2020/7/6,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1171,435,625,49,899,74,20,20,0
2020/7/7,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,742,269,401,18,788,67,13,13,0
2020/7/8,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,605,209,332,20,746,47,12,12,0
2020/7/9,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,766,249,442,33,793,64,15,15,0
2020/7/10,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,813,289,442,21,829,64,15,15,1
2020/7/11,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,802,289,441,36,793,78,14,14,0
2020/7/12,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1163,466,581,22,867,72,17,18,0
2020/7/13,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,917,334,494,35,706,62,16,16,0
2020/7/14,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1076,380,594,39,826,72,18,18,0
2020/7/15,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,910,320,495,25,1038,89,15,16,1
2020/7/16,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1231,445,663,50,964,77,21,21,0
2020/7/17,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,541,196,290,13,1103,81,9,9,0
2020/7/18,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1062,386,567,38,1014,89,19,19,0
2020/7/19,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1008,344,567,73,1064,92,17,18,1
2020/7/20,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1064,380,582,145,977,99,19,19,0
2020/7/21,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,631,230,337,82,1012,73,11,11,0
2020/7/22,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,864,331,441,121,1202,89,16,17,0
2020/7/23,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1345,569,632,172,926,85,20,21,0
2020/7/24,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1139,460,559,170,983,74,19,19,0
2020/7/25,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1492,542,795,262,1148,103,28,28,0
2020/7/26,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1204,449,632,185,1140,109,22,22,0
2020/7/27,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1417,576,696,179,1055,98,25,25,0
2020/7/28,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1466,553,767,251,1029,115,27,29,0
2020/7/29,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,789,274,438,39,1130,102,15,15,0
2020/7/30,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1164,403,646,46,1122,93,21,22,0
2020/7/31,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1853,731,935,69,1074,98,29,29,1
2020/8/1,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1041,391,547,49,1269,104,18,19,0
2020/8/2,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1136,407,619,37,1250,118,21,21,0
2020/8/3,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1084,396,581,55,1134,96,20,21,0
2020/8/4,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1617,624,828,76,1328,123,28,26,2
2020/8/5,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1817,720,918,87,1342,109,29,29,0
2020/8/6,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1106,403,594,56,1345,99,19,19,2
2020/8/7,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1146,410,622,50,1421,109,21,21,0
2020/8/8,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,842,254,500,78,1597,104,17,17,0
2020/8/9,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1461,507,807,78,1435,125,26,27,0
2020/8/10,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1538,500,880,59,1372,111,26,30,0
2020/8/11,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1253,420,700,60,1123,97,25,26,0
2020/8/12,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,912,346,471,32,1019,92,16,15,1
2020/8/13,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1054,348,598,37,1122,87,21,21,0
2020/8/14,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1012,356,554,22,1281,94,18,18,1
2020/8/15,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1139,415,602,32,1467,109,22,22,0
2020/8/16,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1164,436,611,26,1432,100,20,21,1
2020/8/17,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,980,357,517,25,1079,90,19,19,0
2020/8/18,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,924,333,494,35,967,87,17,17,0
2020/8/19,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1073,396,566,38,1112,108,19,19,0
2020/8/20,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,977,367,512,31,1188,86,18,18,0
2020/8/21,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1411,536,731,52,1056,85,26,25,1
2020/8/22,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1219,440,651,45,1440,125,23,24,0
2020/8/23,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1095,430,549,44,1722,134,19,19,1
2020/8/24,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1093,397,577,47,1199,86,19,20,0
2020/8/25,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1004,362,540,49,1138,88,19,19,0
2020/8/26,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,771,268,428,43,1054,78,14,15,0
2020/8/27,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1036,397,534,58,1025,84,18,19,0
2020/8/28,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1344,524,688,70,1108,100,22,22,1
2020/8/29,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1298,500,663,79,1164,106,23,23,1
2020/8/30,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,660,277,308,20,1302,102,9,10,0
2020/8/31,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,858,356,417,22,908,72,11,12,0
2020/9/1,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,917,315,512,37,863,68,18,18,0
2020/9/2,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,843,314,446,44,870,64,16,16,0
2020/9/3,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,757,268,415,25,829,68,14,14,0
2020/9/4,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,837,348,398,20,800,74,13,14,0
2020/9/5,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,817,330,403,42,852,62,14,14,0
2020/9/6,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,1118,472,524,14,1042,83,15,15,0
2020/9/7,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,487,183,256,21,769,61,9,9,0
2020/9/8,4636,蛙小辣,8491999,蛙小辣-宝山店,上海,美团,960,339,521,47,726,76,19,19,0
