日期,品牌id,门店id,cpc总费用,cpc曝光人数,cpc进店人数
2020/8/28,4636,2001104355,49.1,471,28
2020/8/29,4636,2001104355,38.18,525,22
2020/8/30,4636,2001104355,46.49,504,27
2020/8/31,4636,2001104355,42.4,396,25
2020/9/1,4636,2001104355,41.9,379,24
2020/9/2,4636,2001104355,32.6,251,19
2020/9/3,4636,2001104355,43.62,329,26
2020/9/4,4636,2001104355,43.44,338,26
2020/9/5,4636,2001104355,34.75,445,22
2020/9/6,4636,2001104355,39.6,322,24
2020/9/7,4636,2001104355,41.31,349,24
2020/9/8,4636,2001104355,31.19,340,20
2020/9/9,4636,2001104355,24.24,362,15
2020/9/10,4636,2001104355,25.91,362,16
2020/9/11,4636,2001104355,36.96,355,21
2020/9/12,4636,2001104355,44.25,291,25
2020/9/13,4636,2001104355,35.58,264,20
2020/9/14,4636,2001104355,27.83,277,18
2020/9/15,4636,2001104355,21.58,180,13
2020/9/16,4636,2001104355,11.73,146,7
2020/9/17,4636,2001104355,37.44,413,25
2020/9/18,4636,2001104355,24.59,238,16
2020/9/19,4636,2001104355,29.24,293,18
2020/9/20,4636,2001104355,23.72,268,14
2020/9/21,4636,2001104355,21.98,169,13
2020/9/22,4636,2001104355,15.71,185,10
2020/9/23,4636,2001104355,19.8,135,12
2020/9/24,4636,2001104355,12.57,171,8
2020/9/25,4636,2001104355,30.6,208,19
2019/12/24,4636,2001572992,39,481,27
2019/12/25,4636,2001572992,35.1,322,21
